image,timestamp,experiment,training,dev,dev_resampled,test,test_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-10-03--16-27-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:28:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.4,155.238081,760.773333,23.5,,0.03552,0.069323,0.170542,0.162415,0.119086,0.168405,0.028328,0.125153,0.406008,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-28-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:28:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.4,155.228559,760.726667,23.5,,0.035519,0.069266,0.170393,0.162364,0.119135,0.168394,0.028309,0.125178,0.406096,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-28-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:29:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.3,155.084135,760.8,23.5,,0.035504,0.069306,0.170423,0.162396,0.119187,0.168397,0.028308,0.125173,0.406032,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-29-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:29:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.3,155.084135,760.8,23.5,,0.035522,0.069284,0.170378,0.162383,0.119125,0.168369,0.028306,0.125221,0.405968,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-29-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:30:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.3,155.084135,760.8,23.5,,0.035517,0.069278,0.170335,0.162398,0.11911,0.168373,0.028305,0.125168,0.406009,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-30-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:30:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.3,155.069186,760.726667,23.5,,0.035519,0.069269,0.170396,0.162392,0.119101,0.168286,0.028308,0.125183,0.405988,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-30-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:31:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.2,154.919317,760.773333,23.5,,0.035575,0.069383,0.17062,0.162389,0.119155,0.168374,0.028298,0.12524,0.406061,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-31-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:31:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.2,154.924747,760.8,23.5,,0.035556,0.069294,0.17042,0.162413,0.11915,0.168398,0.028305,0.125197,0.405981,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-31-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:32:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.2,154.924747,760.8,23.5,,0.035538,0.069309,0.170447,0.162433,0.11918,0.168361,0.028304,0.125205,0.406041,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-32-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:32:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.2,154.924747,760.8,23.5,,0.035572,0.069308,0.170463,0.162372,0.11912,0.16839,0.028313,0.125132,0.405993,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-32-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:33:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.1,154.76536,760.8,23.5,,0.035585,0.069309,0.170408,0.162396,0.119153,0.168437,0.028296,0.125173,0.406033,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-33-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:33:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.1,154.750442,760.726667,23.5,,0.035601,0.069301,0.170424,0.162414,0.119151,0.168406,0.02833,0.125139,0.406016,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-33-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:34:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.1,154.745017,760.7,23.5,,0.035596,0.06931,0.170405,0.162456,0.119141,0.168394,0.028328,0.125179,0.406051,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-34-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:34:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.1,154.750442,760.726667,23.5,,0.035612,0.069313,0.17048,0.162446,0.119127,0.168403,0.028303,0.12517,0.405957,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-34-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:35:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.073333,154.717437,760.773333,23.5,,0.035591,0.069317,0.170433,0.162432,0.119094,0.168279,0.028301,0.125176,0.405856,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-35-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:35:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.0,154.58565,760.7,23.5,,0.035579,0.069319,0.170418,0.162398,0.119096,0.168411,0.028293,0.125118,0.405916,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-35-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:36:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.0,154.59107,760.726667,23.5,,0.035611,0.069301,0.170432,0.162365,0.119115,0.168363,0.028319,0.125133,0.405914,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-36-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:36:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.0,154.605972,760.8,23.5,,0.035626,0.06933,0.17045,0.162323,0.119105,0.168323,0.028315,0.125142,0.40594,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-36-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:37:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,97.0,154.605972,760.8,23.5,,0.035633,0.069324,0.170372,0.162405,0.119094,0.168358,0.028295,0.125107,0.40595,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-37-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:37:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.9,154.446584,760.8,23.5,,0.035639,0.069327,0.170422,0.162314,0.119093,0.168255,0.028304,0.125158,0.405789,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-37-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:38:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.9,154.446584,760.8,23.5,,0.035652,0.069325,0.170385,0.162362,0.1191,0.168378,0.028312,0.125082,0.40577,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-38-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:38:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.9,154.446584,760.8,23.5,,0.035615,0.069324,0.170348,0.162305,0.119075,0.168331,0.028305,0.125054,0.405851,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-38-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:39:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.9,154.446584,760.8,23.5,,0.035645,0.069334,0.170383,0.16239,0.119078,0.168336,0.028299,0.12509,0.405853,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-39-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:39:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.8,154.281789,760.773333,23.5,,0.035659,0.069345,0.170443,0.162375,0.119125,0.16834,0.028297,0.125131,0.405914,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-39-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:40:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.8,154.281789,760.773333,23.5,,0.035642,0.069331,0.170353,0.162414,0.119106,0.168377,0.028317,0.125154,0.405961,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-40-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:40:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.8,154.287197,760.8,23.5,,0.035661,0.069361,0.170418,0.162445,0.119092,0.168329,0.028305,0.125094,0.40591,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-40-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:41:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.773333,154.239291,760.773333,23.5,,0.035664,0.069369,0.170426,0.162373,0.119134,0.168352,0.028295,0.125163,0.405846,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-41-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:41:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.7,154.122407,760.773333,23.5,,0.035683,0.069374,0.170473,0.162348,0.119087,0.168333,0.028319,0.125139,0.406043,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-41-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:42:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.7,154.127809,760.8,23.5,,0.035702,0.069375,0.170477,0.162372,0.119118,0.168332,0.028316,0.125122,0.405967,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-42-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:42:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.7,154.112953,760.726667,23.5,,0.035695,0.0694,0.17054,0.162395,0.119147,0.168379,0.028342,0.12521,0.406085,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-42-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:43:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.7,154.112953,760.726667,23.5,,0.035687,0.069401,0.170467,0.162383,0.119132,0.16836,0.028317,0.125151,0.406042,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-43-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:43:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.6,153.963025,760.773333,23.5,,0.035723,0.069381,0.170469,0.162492,0.119113,0.168374,0.028286,0.125161,0.406084,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-43-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:44:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.6,153.948184,760.7,23.5,,0.035734,0.069396,0.170495,0.162435,0.119134,0.168418,0.028339,0.125171,0.406029,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-44-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:44:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.6,153.963025,760.773333,23.5,,0.035736,0.069413,0.170553,0.162409,0.119131,0.168373,0.02831,0.125169,0.406,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-44-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:45:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.573333,153.911077,760.726667,23.5,,0.035736,0.069421,0.170518,0.162485,0.119173,0.16842,0.028336,0.12517,0.406014,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-45-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:45:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.5,153.788817,760.7,23.5,,0.03575,0.069434,0.17052,0.162387,0.119145,0.168429,0.028307,0.125223,0.405996,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-45-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:46:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.5,153.809034,760.8,23.5,,0.035761,0.069405,0.170484,0.162401,0.119093,0.168451,0.028316,0.125142,0.406085,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-46-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:46:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.5,153.809034,760.8,23.5,,0.03574,0.069421,0.170472,0.162458,0.119142,0.168439,0.028301,0.125226,0.405968,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-46-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:47:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.473333,153.751705,760.726667,23.5,,0.03575,0.069418,0.170506,0.162448,0.119104,0.168475,0.028316,0.125228,0.406031,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-47-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:47:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.4,153.634836,760.726667,23.5,,0.035797,0.069438,0.170525,0.162418,0.119135,0.168384,0.028316,0.125184,0.406116,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-47-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:48:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.4,153.609255,760.6,23.5,,0.035799,0.069399,0.17046,0.162426,0.119152,0.168388,0.028317,0.125189,0.406001,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-48-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:48:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.4,153.644261,760.773333,23.5,,0.035782,0.069455,0.170526,0.162431,0.119127,0.168413,0.028304,0.125164,0.40608,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-48-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:49:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.3,153.449909,760.6,23.5,,0.035806,0.06946,0.170551,0.162458,0.119157,0.168372,0.028304,0.125127,0.406097,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-03--16-49-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-03 16:49:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,96.3,153.484879,760.773333,23.5,,0.035827,0.069469,0.170497,0.162515,0.119165,0.168398,0.028334,0.125259,0.406137,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
